Province,District,LocalLevel,Ward,Population2021,Female,Density,SourceFile
2,Madhesh,DhangadhimaiMunicipality,7,3703,1868,719.795323876795,WardPopulationMadhesh.xlsx
2,Madhesh,DhangadhimaiMunicipality,8,3558,1774,457.184856618965,WardPopulationMadhesh.xlsx
2,Madhesh,DhangadhimaiMunicipality,9,3328,1721,332.608749968768,WardPopulationMadhesh.xlsx
2,Madhesh,DhangadhimaiMunicipality,10,4700,2317,948.789203667091,WardPopulationMadhesh.xlsx
2,Madhesh,DhangadhimaiMunicipality,11,5296,2675,727.630647209325,WardPopulationMadhesh.xlsx
2,Madhesh,DhangadhimaiMunicipality,12,4936,2541,328.080282361737,WardPopulationMadhesh.xlsx
2,Madhesh,DhangadhimaiMunicipality,13,4259,2177,302.821910569487,WardPopulationMadhesh.xlsx
2,Madhesh,DhangadhimaiMunicipality,14,2812,1430,40.9303557188513,WardPopulationMadhesh.xlsx
3,Madhesh,GolbazarMunicipality,1,4230,2143,194.302606603918,WardPopulationMadhesh.xlsx
3,Madhesh,GolbazarMunicipality,2,5727,2869,521.864025034165,WardPopulationMadhesh.xlsx
3,Madhesh,GolbazarMunicipality,3,4965,2540,277.232618771144,WardPopulationMadhesh.xlsx
3,Madhesh,GolbazarMunicipality,4,6756,3297,2598.75839663223,WardPopulationMadhesh.xlsx
3,Madhesh,GolbazarMunicipality,5,2995,1543,646.278503956972,WardPopulationMadhesh.xlsx
3,Madhesh,GolbazarMunicipality,6,8378,4166,1581.72195487845,WardPopulationMadhesh.xlsx
3,Madhesh,GolbazarMunicipality,7,3109,1568,386.639797957388,WardPopulationMadhesh.xlsx
3,Madhesh,GolbazarMunicipality,8,4167,2086,1408.64210551936,WardPopulationMadhesh.xlsx
3,Madhesh,GolbazarMunicipality,9,3420,1732,538.879952200403,WardPopulationMadhesh.xlsx
3,Madhesh,GolbazarMunicipality,10,3052,1545,250.105508139492,WardPopulationMadhesh.xlsx
3,Madhesh,GolbazarMunicipality,11,6098,3161,1523.58927451116,WardPopulationMadhesh.xlsx
3,Madhesh,GolbazarMunicipality,12,6014,3054,774.716469745609,WardPopulationMadhesh.xlsx
3,Madhesh,GolbazarMunicipality,13,4974,2570,668.304599639325,WardPopulationMadhesh.xlsx
6,Madhesh,KalyanpurMunicipality,1,4194,2288,740.52415125762,WardPopulationMadhesh.xlsx
6,Madhesh,KalyanpurMunicipality,2,3207,1729,961.007718627009,WardPopulationMadhesh.xlsx
6,Madhesh,KalyanpurMunicipality,3,4969,2624,887.552509206861,WardPopulationMadhesh.xlsx
6,Madhesh,KalyanpurMunicipality,4,6119,3110,555.178823107996,WardPopulationMadhesh.xlsx
6,Madhesh,KalyanpurMunicipality,5,4587,2388,797.657283861308,WardPopulationMadhesh.xlsx
6,Madhesh,KalyanpurMunicipality,6,2141,1123,1176.65033315527,WardPopulationMadhesh.xlsx
6,Madhesh,KalyanpurMunicipality,7,4695,2476,716.384186997787,WardPopulationMadhesh.xlsx
6,Madhesh,KalyanpurMunicipality,8,5582,2864,660.39844197077,WardPopulationMadhesh.xlsx
6,Madhesh,KalyanpurMunicipality,9,4430,2266,723.94871370819,WardPopulationMadhesh.xlsx
6,Madhesh,KalyanpurMunicipality,10,7035,3705,615.344406558705,WardPopulationMadhesh.xlsx
6,Madhesh,KalyanpurMunicipality,11,4811,2397,1965.34280750303,WardPopulationMadhesh.xlsx
6,Madhesh,KalyanpurMunicipality,12,7102,3704,824.287966428662,WardPopulationMadhesh.xlsx
5,Madhesh,KarjanhaMunicipality,1,2709,1451,309.48543733354,WardPopulationMadhesh.xlsx
5,Madhesh,KarjanhaMunicipality,2,5045,2562,495.646416751493,WardPopulationMadhesh.xlsx
5,Madhesh,KarjanhaMunicipality,3,4428,2294,889.966710662537,WardPopulationMadhesh.xlsx
5,Madhesh,KarjanhaMunicipality,4,2881,1483,327.442028781256,WardPopulationMadhesh.xlsx
5,Madhesh,KarjanhaMunicipality,5,2603,1342,1066.06402445517,WardPopulationMadhesh.xlsx
5,Madhesh,KarjanhaMunicipality,6,4323,2190,698.091157495857,WardPopulationMadhesh.xlsx
5,Madhesh,KarjanhaMunicipality,7,4153,2136,486.660088025361,WardPopulationMadhesh.xlsx
5,Madhesh,KarjanhaMunicipality,8,3070,1651,871.242059139457,WardPopulationMadhesh.xlsx
5,Madhesh,KarjanhaMunicipality,9,2577,1344,3894.02568515661,WardPopulationMadhesh.xlsx
5,Madhesh,KarjanhaMunicipality,10,3672,1886,317.357374133922,WardPopulationMadhesh.xlsx
5,Madhesh,KarjanhaMunicipality,11,3096,1569,276.102203832452,WardPopulationMadhesh.xlsx
1,Madhesh,LahanMunicipality,1,5907,2972,2222.98408235014,WardPopulationMadhesh.xlsx
1,Madhesh,LahanMunicipality,2,3316,1682,3101.36390801781,WardPopulationMadhesh.xlsx
1,Madhesh,LahanMunicipality,3,5830,2868,742.922074355668,WardPopulationMadhesh.xlsx
1,Madhesh,LahanMunicipality,4,4468,2187,1951.60900727835,WardPopulationMadhesh.xlsx
1,Madhesh,LahanMunicipality,5,4907,2440,8982.63881261487,WardPopulationMadhesh.xlsx
1,Madhesh,LahanMunicipality,6,2610,1301,2813.37918099406,WardPopulationMadhesh.xlsx
1,Madhesh,LahanMunicipality,7,2414,1184,3898.9692120335,WardPopulationMadhesh.xlsx
1,Madhesh,LahanMunicipality,8,3175,1540,10575.6131357442,WardPopulationMadhesh.xlsx
1,Madhesh,LahanMunicipality,9,2334,1180,1336.20879665066,WardPopulationMadhesh.xlsx
1,Madhesh,LahanMunicipality,10,3610,1741,1602.30234424378,WardPopulationMadhesh.xlsx
1,Madhesh,LahanMunicipality,11,3593,1885,980.560182870517,WardPopulationMadhesh.xlsx
1,Madhesh,LahanMunicipality,12,3518,1773,948.664777247146,WardPopulationMadhesh.xlsx
1,Madhesh,LahanMunicipality,13,4476,2323,492.858072510918,WardPopulationMadhesh.xlsx
1,Madhesh,LahanMunicipality,14,2601,1312,647.484754484784,WardPopulationMadhesh.xlsx
1,Madhesh,LahanMunicipality,15,5174,2624,174.807372343825,WardPopulationMadhesh.xlsx
1,Madhesh,LahanMunicipality,16,2105,1054,65.0852969871475,WardPopulationMadhesh.xlsx
1,Madhesh,LahanMunicipality,17,3337,1692,335.206282953078,WardPopulationMadhesh.xlsx
1,Madhesh,LahanMunicipality,18,6723,3539,765.782692445473,WardPopulationMadhesh.xlsx
1,Madhesh,LahanMunicipality,19,4906,2481,1067.21821501771,WardPopulationMadhesh.xlsx
1,Madhesh,LahanMunicipality,20,3820,1941,615.062692116523,WardPopulationMadhesh.xlsx
1,Madhesh,LahanMunicipality,21,4254,2109,727.709408902893,WardPopulationMadhesh.xlsx
1,Madhesh,LahanMunicipality,22,6360,3276,668.466270358661,WardPopulationMadhesh.xlsx
1,Madhesh,LahanMunicipality,23,5058,2577,974.269500125395,WardPopulationMadhesh.xlsx
1,Madhesh,LahanMunicipality,24,7535,3783,522.837014251628,WardPopulationMadhesh.xlsx
11,Madhesh,Laxmipur PatariGaunpalika,1,4680,2406,1220.10800562918,WardPopulationMadhesh.xlsx
11,Madhesh,Laxmipur PatariGaunpalika,2,4223,2234,1012.05794061667,WardPopulationMadhesh.xlsx
11,Madhesh,Laxmipur PatariGaunpalika,3,4588,2365,712.274817607657,WardPopulationMadhesh.xlsx
11,Madhesh,Laxmipur PatariGaunpalika,4,5391,2754,653.338765905969,WardPopulationMadhesh.xlsx
11,Madhesh,Laxmipur PatariGaunpalika,5,5352,2780,599.971682950838,WardPopulationMadhesh.xlsx
11,Madhesh,Laxmipur PatariGaunpalika,6,6884,3511,642.798462886232,WardPopulationMadhesh.xlsx
4,Madhesh,MirchaiyaMunicipality,1,5350,2859,749.380955302438,WardPopulationMadhesh.xlsx
4,Madhesh,MirchaiyaMunicipality,2,4426,2304,1287.52468288959,WardPopulationMadhesh.xlsx
4,Madhesh,MirchaiyaMunicipality,3,5034,2476,694.894321261213,WardPopulationMadhesh.xlsx
4,Madhesh,MirchaiyaMunicipality,4,4156,2056,1493.63855887599,WardPopulationMadhesh.xlsx
4,Madhesh,MirchaiyaMunicipality,5,7027,3443,805.416451424746,WardPopulationMadhesh.xlsx
4,Madhesh,MirchaiyaMunicipality,6,7282,3488,2934.54497828912,WardPopulationMadhesh.xlsx
4,Madhesh,MirchaiyaMunicipality,7,3920,2000,234.720095986149,WardPopulationMadhesh.xlsx
4,Madhesh,MirchaiyaMunicipality,8,2987,1470,1059.30963652593,WardPopulationMadhesh.xlsx
4,Madhesh,MirchaiyaMunicipality,9,4411,2250,222.431268057413,WardPopulationMadhesh.xlsx
4,Madhesh,MirchaiyaMunicipality,10,5539,2800,897.120855897675,WardPopulationMadhesh.xlsx
4,Madhesh,MirchaiyaMunicipality,11,5424,2723,815.738581051012,WardPopulationMadhesh.xlsx
4,Madhesh,MirchaiyaMunicipality,12,3869,1985,484.156725123367,WardPopulationMadhesh.xlsx
7,Madhesh,NarahaGaunpalika,1,4574,2340,656.213353410918,WardPopulationMadhesh.xlsx
7,Madhesh,NarahaGaunpalika,2,2721,1360,651.816930711214,WardPopulationMadhesh.xlsx
7,Madhesh,NarahaGaunpalika,3,5950,3003,832.35525761745,WardPopulationMadhesh.xlsx
7,Madhesh,NarahaGaunpalika,4,4217,2126,810.155589449188,WardPopulationMadhesh.xlsx
7,Madhesh,NarahaGaunpalika,5,5298,2667,916.576805347494,WardPopulationMadhesh.xlsx
14,Madhesh,NawarajpurGaunpalika,1,5221,2684,503.802595070667,WardPopulationMadhesh.xlsx
14,Madhesh,NawarajpurGaunpalika,2,1967,1041,916.998789300531,WardPopulationMadhesh.xlsx
14,Madhesh,NawarajpurGaunpalika,3,3975,1993,762.1967295912,WardPopulationMadhesh.xlsx
14,Madhesh,NawarajpurGaunpalika,4,4470,2201,644.374295260663,WardPopulationMadhesh.xlsx
14,Madhesh,NawarajpurGaunpalika,5,5155,2680,685.866858540859,WardPopulationMadhesh.xlsx
12,Madhesh,Sakhuwa NankarkattiGaunpalika,1,3869,2046,631.98703814023,WardPopulationMadhesh.xlsx
12,Madhesh,Sakhuwa NankarkattiGaunpalika,2,3416,1742,674.737976094207,WardPopulationMadhesh.xlsx
12,Madhesh,Sakhuwa NankarkattiGaunpalika,3,5230,2595,610.24039387692,WardPopulationMadhesh.xlsx
12,Madhesh,Sakhuwa NankarkattiGaunpalika,4,3716,1888,562.812255918427,WardPopulationMadhesh.xlsx
12,Madhesh,Sakhuwa NankarkattiGaunpalika,5,4613,2367,711.196981675693,WardPopulationMadhesh.xlsx
17,Madhesh,SirahaMunicipality,1,2616,1305,2640.56784321326,WardPopulationMadhesh.xlsx
17,Madhesh,SirahaMunicipality,2,5177,2617,2986.9191749018,WardPopulationMadhesh.xlsx
17,Madhesh,SirahaMunicipality,3,2374,1244,981.331146351031,WardPopulationMadhesh.xlsx
17,Madhesh,SirahaMunicipality,4,3741,2004,6754.71936587612,WardPopulationMadhesh.xlsx
17,Madhesh,SirahaMunicipality,5,3452,1770,960.494782804918,WardPopulationMadhesh.xlsx
17,Madhesh,SirahaMunicipality,6,4175,2166,1202.20203098715,WardPopulationMadhesh.xlsx
17,Madhesh,SirahaMunicipality,7,4328,2142,1501.0198125598,WardPopulationMadhesh.xlsx
17,Madhesh,SirahaMunicipality,8,2857,1441,892.885325959399,WardPopulationMadhesh.xlsx
17,Madhesh,SirahaMunicipality,9,4370,2166,881.831901853118,WardPopulationMadhesh.xlsx
17,Madhesh,SirahaMunicipality,10,4024,2117,706.052115910456,WardPopulationMadhesh.xlsx
17,Madhesh,SirahaMunicipality,11,3926,2067,1056.76348820239,WardPopulationMadhesh.xlsx
17,Madhesh,SirahaMunicipality,12,7220,3860,1059.62970784894,WardPopulationMadhesh.xlsx
17,Madhesh,SirahaMunicipality,13,2979,1511,580.619811161154,WardPopulationMadhesh.xlsx
17,Madhesh,SirahaMunicipality,14,4199,2152,1379.43631350491,WardPopulationMadhesh.xlsx
17,Madhesh,SirahaMunicipality,15,3630,1810,1115.53432250189,WardPopulationMadhesh.xlsx
17,Madhesh,SirahaMunicipality,16,4835,2506,3659.24172337798,WardPopulationMadhesh.xlsx
17,Madhesh,SirahaMunicipality,17,4266,2126,842.278677752786,WardPopulationMadhesh.xlsx
17,Madhesh,SirahaMunicipality,18,5120,2506,730.005894227279,WardPopulationMadhesh.xlsx
17,Madhesh,SirahaMunicipality,19,6703,3299,614.739138935998,WardPopulationMadhesh.xlsx
17,Madhesh,SirahaMunicipality,20,6085,3152,897.203350070317,WardPopulationMadhesh.xlsx
17,Madhesh,SirahaMunicipality,21,3939,1982,1119.11866067152,WardPopulationMadhesh.xlsx
17,Madhesh,SirahaMunicipality,22,5394,2714,662.905776313175,WardPopulationMadhesh.xlsx
10,Madhesh,SukhipurMunicipality,1,3239,1590,650.536416381869,WardPopulationMadhesh.xlsx
10,Madhesh,SukhipurMunicipality,2,5521,2780,882.971492543281,WardPopulationMadhesh.xlsx
10,Madhesh,SukhipurMunicipality,3,3997,2034,927.407454156326,WardPopulationMadhesh.xlsx
10,Madhesh,SukhipurMunicipality,4,3908,2002,600.929842056017,WardPopulationMadhesh.xlsx
10,Madhesh,SukhipurMunicipality,5,4768,2490,598.435107255812,WardPopulationMadhesh.xlsx
10,Madhesh,SukhipurMunicipality,6,3682,1823,1233.22362041899,WardPopulationMadhesh.xlsx
10,Madhesh,SukhipurMunicipality,7,3602,1799,769.32655306463,WardPopulationMadhesh.xlsx
10,Madhesh,SukhipurMunicipality,8,5834,2927,683.727588115188,WardPopulationMadhesh.xlsx
10,Madhesh,SukhipurMunicipality,9,2758,1443,679.726551775299,WardPopulationMadhesh.xlsx
10,Madhesh,SukhipurMunicipality,10,4724,2368,1048.44974143862,WardPopulationMadhesh.xlsx
16,Madhesh,AurahiGaunpalika,1,6596,3277,1082.85676526913,WardPopulationMadhesh.xlsx
16,Madhesh,AurahiGaunpalika,2,5237,2740,1116.71613382938,WardPopulationMadhesh.xlsx
16,Madhesh,AurahiGaunpalika,3,3253,1688,504.503464991213,WardPopulationMadhesh.xlsx
16,Madhesh,AurahiGaunpalika,4,2564,1258,2199.30847016823,WardPopulationMadhesh.xlsx
16,Madhesh,AurahiGaunpalika,5,2879,1481,813.345763765291,WardPopulationMadhesh.xlsx
14,Madhesh,AurahiGaunpalika,6,3524,1920,973.193006487033,WardPopulationMadhesh.xlsx
4,Madhesh,BateshworGaunpalika,1,3872,1905,558.808295128135,WardPopulationMadhesh.xlsx
4,Madhesh,BateshworGaunpalika,2,5208,2665,729.995863637109,WardPopulationMadhesh.xlsx
4,Madhesh,BateshworGaunpalika,3,3162,1569,672.922161293185,WardPopulationMadhesh.xlsx
4,Madhesh,BateshworGaunpalika,4,4011,2055,1198.45500594746,WardPopulationMadhesh.xlsx
4,Madhesh,BateshworGaunpalika,5,5489,2840,574.93892648669,WardPopulationMadhesh.xlsx
13,Madhesh,BidehaMunicipality,1,4742,2404,746.47047915471,WardPopulationMadhesh.xlsx
13,Madhesh,BidehaMunicipality,2,3527,1845,1090.25129256756,WardPopulationMadhesh.xlsx
13,Madhesh,BidehaMunicipality,3,4212,2229,590.250193491917,WardPopulationMadhesh.xlsx
13,Madhesh,BidehaMunicipality,4,4191,2225,658.519006310375,WardPopulationMadhesh.xlsx
13,Madhesh,BidehaMunicipality,5,3625,1880,1243.26749217342,WardPopulationMadhesh.xlsx
13,Madhesh,BidehaMunicipality,6,4006,2018,806.733221821832,WardPopulationMadhesh.xlsx
13,Madhesh,BidehaMunicipality,7,4383,2249,781.811040391965,WardPopulationMadhesh.xlsx
13,Madhesh,BidehaMunicipality,8,3472,1788,1351.68594791649,WardPopulationMadhesh.xlsx
13,Madhesh,BidehaMunicipality,9,5539,2905,870.001184294806,WardPopulationMadhesh.xlsx
5,Madhesh,ChhireshwornathMunicipality,1,3784,1903,1705.37486023272,WardPopulationMadhesh.xlsx
5,Madhesh,ChhireshwornathMunicipality,2,3254,1667,1264.12182187381,WardPopulationMadhesh.xlsx
5,Madhesh,ChhireshwornathMunicipality,3,3936,2038,709.943520169088,WardPopulationMadhesh.xlsx
5,Madhesh,ChhireshwornathMunicipality,4,3211,1598,378.375136263951,WardPopulationMadhesh.xlsx
5,Madhesh,ChhireshwornathMunicipality,5,10370,5048,4632.00154727612,WardPopulationMadhesh.xlsx
5,Madhesh,ChhireshwornathMunicipality,6,6759,3317,1910.60386558779,WardPopulationMadhesh.xlsx
5,Madhesh,ChhireshwornathMunicipality,7,4773,2366,1264.23522774378,WardPopulationMadhesh.xlsx
5,Madhesh,ChhireshwornathMunicipality,8,4945,2423,608.75818992123,WardPopulationMadhesh.xlsx
5,Madhesh,ChhireshwornathMunicipality,9,5389,2767,850.120143162188,WardPopulationMadhesh.xlsx
5,Madhesh,ChhireshwornathMunicipality,10,4654,2372,581.142125336898,WardPopulationMadhesh.xlsx
16,Madhesh,DhanaujiGaunpalika,1,3491,1797,699.756818970846,WardPopulationMadhesh.xlsx
16,Madhesh,DhanaujiGaunpalika,2,3917,1990,1099.43964225127,WardPopulationMadhesh.xlsx
16,Madhesh,DhanaujiGaunpalika,3,4525,2355,998.944099529713,WardPopulationMadhesh.xlsx
16,Madhesh,DhanaujiGaunpalika,4,4457,2363,920.746968114721,WardPopulationMadhesh.xlsx
16,Madhesh,DhanaujiGaunpalika,5,5552,2881,1320.10313543516,WardPopulationMadhesh.xlsx
2,Madhesh,DhanushadhamMunicipality,1,5527,2786,960.142199022694,WardPopulationMadhesh.xlsx
2,Madhesh,DhanushadhamMunicipality,2,5451,2787,659.498207885305,WardPopulationMadhesh.xlsx
2,Madhesh,DhanushadhamMunicipality,3,6399,3405,600.46483241035,WardPopulationMadhesh.xlsx
2,Madhesh,DhanushadhamMunicipality,4,4065,2213,546.25885251777,WardPopulationMadhesh.xlsx
2,Madhesh,DhanushadhamMunicipality,5,7922,3931,921.917905782364,WardPopulationMadhesh.xlsx
2,Madhesh,DhanushadhamMunicipality,6,5498,2761,328.737918448003,WardPopulationMadhesh.xlsx
2,Madhesh,DhanushadhamMunicipality,7,6414,3384,735.926270605849,WardPopulationMadhesh.xlsx
2,Madhesh,DhanushadhamMunicipality,8,4173,2154,828.812402989922,WardPopulationMadhesh.xlsx
2,Madhesh,DhanushadhamMunicipality,9,6575,3418,321.465872645146,WardPopulationMadhesh.xlsx
1,Madhesh,Ganeshman CharnathMunicipality,1,6182,3191,424.456056679646,WardPopulationMadhesh.xlsx
1,Madhesh,Ganeshman CharnathMunicipality,2,4639,2469,453.342469892646,WardPopulationMadhesh.xlsx
1,Madhesh,Ganeshman CharnathMunicipality,3,4871,2534,1236.34305410492,WardPopulationMadhesh.xlsx
1,Madhesh,Ganeshman CharnathMunicipality,4,3831,1913,515.611827066673,WardPopulationMadhesh.xlsx
1,Madhesh,Ganeshman CharnathMunicipality,5,5281,2697,29.1850899504257,WardPopulationMadhesh.xlsx
1,Madhesh,Ganeshman CharnathMunicipality,6,3707,1892,788.507487417807,WardPopulationMadhesh.xlsx
1,Madhesh,Ganeshman CharnathMunicipality,7,3163,1596,804.382063932988,WardPopulationMadhesh.xlsx
1,Madhesh,Ganeshman CharnathMunicipality,8,2517,1268,329.0310486613,WardPopulationMadhesh.xlsx
1,Madhesh,Ganeshman CharnathMunicipality,9,4329,2210,1176.89437447751,WardPopulationMadhesh.xlsx
1,Madhesh,Ganeshman CharnathMunicipality,10,3297,1694,837.271242361202,WardPopulationMadhesh.xlsx
1,Madhesh,Ganeshman CharnathMunicipality,11,2265,1193,686.793610787845,WardPopulationMadhesh.xlsx
8,Madhesh,HansapurMunicipality,1,1988,1041,1589.46412352407,WardPopulationMadhesh.xlsx
8,Madhesh,HansapurMunicipality,2,5656,2927,988.457970613298,WardPopulationMadhesh.xlsx
8,Madhesh,HansapurMunicipality,3,5953,2897,820.072080382217,WardPopulationMadhesh.xlsx
8,Madhesh,HansapurMunicipality,4,6525,3414,925.324405973639,WardPopulationMadhesh.xlsx
8,Madhesh,HansapurMunicipality,5,6111,3158,657.903802858388,WardPopulationMadhesh.xlsx
8,Madhesh,HansapurMunicipality,6,3826,1976,928.992305583594,WardPopulationMadhesh.xlsx
8,Madhesh,HansapurMunicipality,7,4743,2448,789.834827436161,WardPopulationMadhesh.xlsx
8,Madhesh,HansapurMunicipality,8,6523,3378,1241.3721968025,WardPopulationMadhesh.xlsx
8,Madhesh,HansapurMunicipality,9,3624,1876,1312.24947223962,WardPopulationMadhesh.xlsx
12,Madhesh,Janak NandiniGaunpalika,1,2729,1376,767.378997210835,WardPopulationMadhesh.xlsx
12,Madhesh,Janak NandiniGaunpalika,2,4518,2341,1388.23807760675,WardPopulationMadhesh.xlsx
12,Madhesh,Janak NandiniGaunpalika,3,5656,2991,1562.50906467975,WardPopulationMadhesh.xlsx
12,Madhesh,Janak NandiniGaunpalika,4,6519,3428,1424.64618226948,WardPopulationMadhesh.xlsx
12,Madhesh,Janak NandiniGaunpalika,5,3763,1975,694.941278108371,WardPopulationMadhesh.xlsx
12,Madhesh,Janak NandiniGaunpalika,6,3961,2072,550.515839317755,WardPopulationMadhesh.xlsx
15,Madhesh,JanakpurdhamSub-Metropolitian City,1,10214,4876,13184.713786894,WardPopulationMadhesh.xlsx
15,Madhesh,JanakpurdhamSub-Metropolitian City,2,6278,3010,14486.9679592943,WardPopulationMadhesh.xlsx
15,Madhesh,JanakpurdhamSub-Metropolitian City,3,1705,798,31894.197313779,WardPopulationMadhesh.xlsx
15,Madhesh,JanakpurdhamSub-Metropolitian City,4,18234,8680,7167.76275703745,WardPopulationMadhesh.xlsx
15,Madhesh,JanakpurdhamSub-Metropolitian City,5,1825,884,105889.178996229,WardPopulationMadhesh.xlsx
15,Madhesh,JanakpurdhamSub-Metropolitian City,6,3254,1586,13277.9473452266,WardPopulationMadhesh.xlsx
15,Madhesh,JanakpurdhamSub-Metropolitian City,7,10956,5175,6488.82608275918,WardPopulationMadhesh.xlsx
15,Madhesh,JanakpurdhamSub-Metropolitian City,8,13951,6558,6063.62744961682,WardPopulationMadhesh.xlsx
15,Madhesh,JanakpurdhamSub-Metropolitian City,9,7249,3420,7357.56827750283,WardPopulationMadhesh.xlsx
15,Madhesh,JanakpurdhamSub-Metropolitian City,10,3218,1552,15168.7273447185,WardPopulationMadhesh.xlsx
15,Madhesh,JanakpurdhamSub-Metropolitian City,11,5225,2487,28597.2305839855,WardPopulationMadhesh.xlsx
15,Madhesh,JanakpurdhamSub-Metropolitian City,12,7859,3751,2189.23223104743,WardPopulationMadhesh.xlsx
15,Madhesh,JanakpurdhamSub-Metropolitian City,13,7994,3875,2127.35721771268,WardPopulationMadhesh.xlsx
15,Madhesh,JanakpurdhamSub-Metropolitian City,14,10607,5127,3412.82762437339,WardPopulationMadhesh.xlsx
15,Madhesh,JanakpurdhamSub-Metropolitian City,15,3416,1689,2296.40420478601,WardPopulationMadhesh.xlsx
15,Madhesh,JanakpurdhamSub-Metropolitian City,16,9485,4682,2924.24795032879,WardPopulationMadhesh.xlsx
15,Madhesh,JanakpurdhamSub-Metropolitian City,17,10136,5016,966.887074820328,WardPopulationMadhesh.xlsx
15,Madhesh,JanakpurdhamSub-Metropolitian City,18,6114,3159,949.933796730326,WardPopulationMadhesh.xlsx
15,Madhesh,JanakpurdhamSub-Metropolitian City,19,11093,5369,836.477065952443,WardPopulationMadhesh.xlsx
15,Madhesh,JanakpurdhamSub-Metropolitian City,20,8944,4597,1057.47439549921,WardPopulationMadhesh.xlsx
15,Madhesh,JanakpurdhamSub-Metropolitian City,21,8547,4209,1070.89803577228,WardPopulationMadhesh.xlsx
15,Madhesh,JanakpurdhamSub-Metropolitian City,22,3506,1764,1016.34883782279,WardPopulationMadhesh.xlsx
15,Madhesh,JanakpurdhamSub-Metropolitian City,23,8954,4494,1874.37814668506,WardPopulationMadhesh.xlsx
15,Madhesh,JanakpurdhamSub-Metropolitian City,24,8454,4306,1296.97427897803,WardPopulationMadhesh.xlsx
15,Madhesh,JanakpurdhamSub-Metropolitian City,25,7338,3728,1226.4389347731,WardPopulationMadhesh.xlsx
11,Madhesh,KamalaMunicipality,1,4012,2095,633.763914727476,WardPopulationMadhesh.xlsx
11,Madhesh,KamalaMunicipality,2,6024,3075,962.992412598128,WardPopulationMadhesh.xlsx
11,Madhesh,KamalaMunicipality,3,5231,2647,1266.62459920085,WardPopulationMadhesh.xlsx
11,Madhesh,KamalaMunicipality,4,4756,2508,961.196637266903,WardPopulationMadhesh.xlsx
11,Madhesh,KamalaMunicipality,5,5038,2620,399.674421630335,WardPopulationMadhesh.xlsx
11,Madhesh,KamalaMunicipality,6,5545,2808,904.218550520541,WardPopulationMadhesh.xlsx
11,Madhesh,KamalaMunicipality,7,4679,2455,499.897808879206,WardPopulationMadhesh.xlsx
11,Madhesh,KamalaMunicipality,8,5478,2806,510.277128546335,WardPopulationMadhesh.xlsx
11,Madhesh,KamalaMunicipality,9,3834,2024,716.533592137642,WardPopulationMadhesh.xlsx
6,Madhesh,LaxminiyaGaunpalika,1,5184,2541,851.00976149565,WardPopulationMadhesh.xlsx
6,Madhesh,LaxminiyaGaunpalika,2,4654,2460,1242.12628319465,WardPopulationMadhesh.xlsx
6,Madhesh,LaxminiyaGaunpalika,3,4997,2535,504.369706931626,WardPopulationMadhesh.xlsx
6,Madhesh,LaxminiyaGaunpalika,4,4606,2337,3779.85891590429,WardPopulationMadhesh.xlsx
6,Madhesh,LaxminiyaGaunpalika,5,4412,2185,1070.75709467585,WardPopulationMadhesh.xlsx
6,Madhesh,LaxminiyaGaunpalika,6,2798,1394,1040.45619430278,WardPopulationMadhesh.xlsx
6,Madhesh,LaxminiyaGaunpalika,7,5230,2582,1814.38463566601,WardPopulationMadhesh.xlsx
3,Madhesh,MithilaMunicipality,1,3581,1706,548.273649946949,WardPopulationMadhesh.xlsx
3,Madhesh,MithilaMunicipality,2,5967,2990,778.864995167826,WardPopulationMadhesh.xlsx
3,Madhesh,MithilaMunicipality,3,6115,3035,437.471388190791,WardPopulationMadhesh.xlsx
3,Madhesh,MithilaMunicipality,4,2784,1433,85.2925236384982,WardPopulationMadhesh.xlsx
3,Madhesh,MithilaMunicipality,5,2973,1459,93.0622164583957,WardPopulationMadhesh.xlsx
3,Madhesh,MithilaMunicipality,6,6162,3024,1370.34739040223,WardPopulationMadhesh.xlsx
3,Madhesh,MithilaMunicipality,7,3987,1974,252.225030275544,WardPopulationMadhesh.xlsx
3,Madhesh,MithilaMunicipality,8,4289,2202,215.016633333825,WardPopulationMadhesh.xlsx
3,Madhesh,MithilaMunicipality,9,4440,2228,736.625885133148,WardPopulationMadhesh.xlsx
3,Madhesh,MithilaMunicipality,10,4221,2168,505.686244747111,WardPopulationMadhesh.xlsx
3,Madhesh,MithilaMunicipality,11,4157,2143,102.530035294553,WardPopulationMadhesh.xlsx
7,Madhesh,Mithila BihariMunicipality,1,4890,2509,633.507822202208,WardPopulationMadhesh.xlsx
7,Madhesh,Mithila BihariMunicipality,2,3654,1854,1105.95128305785,WardPopulationMadhesh.xlsx
7,Madhesh,Mithila BihariMunicipality,3,4211,2175,1236.11208551277,WardPopulationMadhesh.xlsx
7,Madhesh,Mithila BihariMunicipality,4,3587,1817,1038.18416466695,WardPopulationMadhesh.xlsx
7,Madhesh,Mithila BihariMunicipality,5,3804,1957,784.275240199755,WardPopulationMadhesh.xlsx
7,Madhesh,Mithila BihariMunicipality,6,4963,2424,1359.83071573455,WardPopulationMadhesh.xlsx
7,Madhesh,Mithila BihariMunicipality,7,4147,2065,2004.76270126184,WardPopulationMadhesh.xlsx
7,Madhesh,Mithila BihariMunicipality,8,3633,1826,1049.42615194235,WardPopulationMadhesh.xlsx
